date,song,artist,rank,weekly_videos,image_url
2023-09-10,original sound - spotify_wxwx,топ песни здесь🤙🏻💌,9,141K,https://tokchart.com/img/7184312849219537669/600
2023-09-10,Chill Vibes,Tollan Kim,10,124K,https://tokchart.com/img/7084465663108089857/600
2023-09-17,오리지널 사운드 - xiao xiao 💦,xiao xiao 💦,1,835K,https://tokchart.com/img/7260476223049730818/600
2023-09-17,Sequência da Dz7,TRASHXRL & Mc Menor Do Alvorada,2,386K,https://tokchart.com/img/7229724268010620930/600
2023-09-17,Paint The Town Red,Doja Cat,3,357K,https://tokchart.com/img/7263241548443568130/600
2023-09-17,Beat Automotivo Tan Tan Tan Viral,WZ Beat,4,323K,https://tokchart.com/img/7098939394085702406/600
2023-09-17,Aesthetic,Tollan Kim,5,307K,https://tokchart.com/img/7072513628145977346/600
2023-09-17,Por Mi Mexico Remix (Lefty SM),Lefty SM & Santa Fe Klan,6,231K,https://tokchart.com/img/7262906391454271489/600
2023-09-17,original sound - mamavie2594,MAMUD,7,200K,https://tokchart.com/img/7213025211377027867/600
2023-09-17,Según Quién,Maluma & Carin Leon,8,199K,https://tokchart.com/img/7268477387069819654/600
2023-09-17,LALA,Myke Towers,9,176K,https://tokchart.com/img/7212832308926089218/600
2023-09-17,Chill Vibes,Tollan Kim,10,154K,https://tokchart.com/img/7084465663108089857/600
2023-09-24,Según Quién,Maluma & Carin Leon,1,440K,https://tokchart.com/img/7268477387069819654/600
2023-09-24,오리지널 사운드 - xiao xiao 💦,xiao xiao 💦,2,422K,https://tokchart.com/img/7260476223049730818/600
2023-09-24,BRAZILIAN DANÇA PHONK - Sped Up,6YNTHMANE & RXDXVIL,3,375K,https://tokchart.com/img/7242398454272690177/600
2023-09-24,Paint The Town Red,Doja Cat,4,339K,https://tokchart.com/img/7263241548443568130/600
2023-09-24,Pink Champagne x Spin Back x Jingle Bell,ARNEL REMIX,5,297K,https://tokchart.com/img/7274203157435140870/600
2023-09-24,Flores Amarillas,Floricienta,6,256K,https://tokchart.com/img/7114407887581022982/600
2023-09-24,Aesthetic,Tollan Kim,7,225K,https://tokchart.com/img/7072513628145977346/600
2023-09-24,Strangers,Kenya Grace,8,213K,https://tokchart.com/img/7255393083049790234/600
2023-09-24,Flores Amarillas,Floricienta,9,199K,https://tokchart.com/img/6917932195147549445/600
2023-09-24,Beat Automotivo Tan Tan Tan Viral,WZ Beat,10,182K,https://tokchart.com/img/7098939394085702406/600
2023-10-08,Si no Estás,iñigo quintero,1,412K,https://tokchart.com/img/7212611027148654593/600
2023-10-08,My Love Mine All Mine,Mitski,2,362K,https://tokchart.com/img/7255011118329989121/600
2023-10-08,Según Quién,Maluma & Carin Leon,3,278K,https://tokchart.com/img/7268477387069819654/600
2023-10-08,Water by Tyla,Tyla,4,257K,https://tokchart.com/img/7251663226953468678/600
2023-10-08,greedy,Tate McRae,5,194K,https://tokchart.com/img/7263788553225358126/600
2023-10-08,Paint The Town Red,Doja Cat,6,187K,https://tokchart.com/img/7263241548443568130/600
2023-10-08,Lihim,Arthur Miguel,7,185K,https://tokchart.com/img/7259667722451240961/600
2023-10-08,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,8,185K,https://tokchart.com/img/7283427877760190466/600
2023-10-08,Strangers,Kenya Grace,9,181K,https://tokchart.com/img/7255393083049790234/600
2023-10-08,original sound - drf411,DRF411,10,176K,https://tokchart.com/img/7270116699961199366/600
2023-10-15,original sound - drf411,DRF411,1,458K,https://tokchart.com/img/7270116699961199366/600
2023-10-15,Si no Estás,iñigo quintero,2,284K,https://tokchart.com/img/7212611027148654593/600
2023-10-15,Cắt Đôi Nỗi Sầu,Tăng Duy Tân,3,274K,https://tokchart.com/img/7283368587856644097/600
2023-10-15,Lihim,Arthur Miguel,4,269K,https://tokchart.com/img/7259667722451240961/600
2023-10-15,My Love Mine All Mine,Mitski,5,234K,https://tokchart.com/img/7255011118329989121/600
2023-10-15,Beat Automotivo Tan Tan Tan Viral,WZ Beat,6,220K,https://tokchart.com/img/7098939394085702406/600
2023-10-15,Water by Tyla,Tyla,7,219K,https://tokchart.com/img/7251663226953468678/600
2023-10-15,Aesthetic,Tollan Kim,8,200K,https://tokchart.com/img/7072513628145977346/600
2023-10-15,greedy,Tate McRae,9,186K,https://tokchart.com/img/7263788553225358126/600
2023-10-15,Dramatic Military,Faid rafanda,10,154K,https://tokchart.com/img/7151638069517486081/600
2023-10-22,"Steal The Show - From ""Elemental""",Lauv,1,996K,https://tokchart.com/img/7239161893339400194/600
2023-10-22,original sound - drf411,DRF411,2,368K,https://tokchart.com/img/7270116699961199366/600
2023-10-22,Si no Estás,iñigo quintero,3,310K,https://tokchart.com/img/7212611027148654593/600
2023-10-22,greedy,Tate McRae,4,275K,https://tokchart.com/img/7263788553225358126/600
2023-10-22,Cắt Đôi Nỗi Sầu,Tăng Duy Tân,5,265K,https://tokchart.com/img/7283368587856644097/600
2023-10-22,Lollipop,Darell,6,263K,https://tokchart.com/img/7283588810008742688/600
2023-10-22,My Love Mine All Mine,Mitski,7,246K,https://tokchart.com/img/7255011118329989121/600
2023-10-22,Con Silenciador (feat. Anuel AA),"El Alfa, Anuel AA",8,236K,https://tokchart.com/img/7182963273505999622/600
2023-10-22,Dramatic Military,Faid rafanda,9,236K,https://tokchart.com/img/7151638069517486081/600
2023-10-22,Dalie (feat. Baby S.O.N),Kamo Mphela & Tyler ICU & Khalil Harrison,10,223K,https://tokchart.com/img/7274942372717333253/600
2023-10-29,Con Silenciador (feat. Anuel AA),"El Alfa, Anuel AA",1,589K,https://tokchart.com/img/7182963273505999622/600
2023-10-29,Dalie (feat. Baby S.O.N),Kamo Mphela & Tyler ICU & Khalil Harrison,2,273K,https://tokchart.com/img/7274942372717333253/600
2023-10-29,Cắt Đôi Nỗi Sầu,Tăng Duy Tân,3,262K,https://tokchart.com/img/7283368587856644097/600
2023-10-29,Halloween ・ cute horror song,PeriTune,4,260K,https://tokchart.com/img/6817180237894256641/600
2023-10-29,Si no Estás,iñigo quintero,5,260K,https://tokchart.com/img/7212611027148654593/600
2023-10-29,Lollipop,Darell,6,247K,https://tokchart.com/img/7283588810008742688/600
2023-10-29,greedy,Tate McRae,7,236K,https://tokchart.com/img/7263788553225358126/600
2023-10-29,Mahiye Jinna Sohna Slowed + Reverb,Darshan Raval,8,225K,https://tokchart.com/img/7258302399172904962/600
2023-10-29,MONACO,Bad Bunny,9,225K,https://tokchart.com/img/7289130857087764481/600
2023-10-29,"Si No Estás ""Sped Up""",iñigo quintero,10,222K,https://tokchart.com/img/7283193668568139777/600
2023-11-05,"This Wish - From ""Wish""",Ariana DeBose & Disney,1,771K,https://tokchart.com/img/7291051731201492994/600
2023-11-05,original sound - itsvanburen,Van Buren,2,544K,https://tokchart.com/img/6912807447132441350/600
2023-11-05,Halloween ・ cute horror song,PeriTune,3,543K,https://tokchart.com/img/6817180237894256641/600
2023-11-05,MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),Lil Mabu & CHRISEAN ROCK,4,458K,https://tokchart.com/img/7289982445214238721/600
2023-11-05,Con Silenciador (feat. Anuel AA),"El Alfa, Anuel AA",5,333K,https://tokchart.com/img/7182963273505999622/600
2023-11-05,วาสนาผู้ใด,parkmalody,6,270K,https://tokchart.com/img/7286731325037479937/600
2023-11-05,Si no Estás,iñigo quintero,7,241K,https://tokchart.com/img/7212611027148654593/600
2023-11-05,Lollipop,Darell,8,222K,https://tokchart.com/img/7283588810008742688/600
2023-11-05,"You're My Heart, You're My Soul (So80's Edit)",Modern Talking,9,216K,https://tokchart.com/img/104230409/600
2023-11-05,Dalie (feat. Baby S.O.N),Kamo Mphela & Tyler ICU & Khalil Harrison,10,216K,https://tokchart.com/img/7274942372717333253/600
2023-11-12,MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),Lil Mabu & CHRISEAN ROCK,1,353K,https://tokchart.com/img/7289982445214238721/600
2023-11-12,Lollipop,Darell,2,303K,https://tokchart.com/img/7283588810008742688/600
2023-11-12,MONACO,Bad Bunny,3,243K,https://tokchart.com/img/7289130857087764481/600
2023-11-12,Si no Estás,iñigo quintero,4,221K,https://tokchart.com/img/7212611027148654593/600
2023-11-12,วาสนาผู้ใด,parkmalody,5,208K,https://tokchart.com/img/7286731325037479937/600
2023-11-12,Con Silenciador (feat. Anuel AA),"El Alfa, Anuel AA",6,207K,https://tokchart.com/img/7182963273505999622/600
2023-11-12,Beat Automotivo Tan Tan Tan Viral,WZ Beat,7,200K,https://tokchart.com/img/7098939394085702406/600
2023-11-12,All I Want For Christmas Is You,Mariah Carey,8,195K,https://tokchart.com/img/222454852260487168/600
2023-11-12,som original - pao_humiilde,pao humilde,9,191K,https://tokchart.com/img/7280289955997600518/600
2023-11-12,HARLEY QUINN,Fuerza Regida & Marshmello,10,183K,https://tokchart.com/img/7291010499545548801/600
2023-11-19,วาสนาผู้ใด parkmalody,Parkmalody,1,606K,https://tokchart.com/img/7288287170103724805/600
2023-11-19,Sherine drake,Djamil,2,417K,https://tokchart.com/img/7254604384633457409/600
2023-11-19,som original - pao_humiilde,pao humilde,3,367K,https://tokchart.com/img/7280289955997600518/600
2023-11-19,Lollipop,Darell,4,291K,https://tokchart.com/img/7283588810008742688/600
2023-11-19,Rara Vez,Taiu & Milo j,5,279K,https://tokchart.com/img/7195340753084614657/600
2023-11-19,All I Want For Christmas Is You,Mariah Carey,6,252K,https://tokchart.com/img/222454852260487168/600
2023-11-19,MONACO,Bad Bunny,7,228K,https://tokchart.com/img/7289130857087764481/600
2023-11-19,Lovin On Me,Jack Harlow,8,217K,https://tokchart.com/img/7293284592491023135/600
2023-11-19,MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),Lil Mabu & CHRISEAN ROCK,9,184K,https://tokchart.com/img/7289982445214238721/600
2023-11-19,original sound - ad8x7,"الصَمِت""𓁹",10,168K,https://tokchart.com/img/7275501855210343170/600
2023-11-26,som original - pao_humiilde,pao humilde,1,606K,https://tokchart.com/img/7280289955997600518/600
2023-11-26,Lollipop,Darell,2,466K,https://tokchart.com/img/7283588810008742688/600
2023-11-26,All I Want For Christmas Is You,Mariah Carey,3,348K,https://tokchart.com/img/222454852260487168/600
2023-11-26,Sherine drake,Djamil,4,297K,https://tokchart.com/img/7254604384633457409/600
2023-11-26,Funny Laugh no no no,Sound Effect,5,219K,https://tokchart.com/img/6642168923733101314/600
2023-11-26,MONACO,Bad Bunny,6,202K,https://tokchart.com/img/7289130857087764481/600
2023-11-26,Beat Automotivo Tan Tan Tan Viral,WZ Beat,7,162K,https://tokchart.com/img/7098939394085702406/600
2023-11-26,Lovin On Me,Jack Harlow,8,158K,https://tokchart.com/img/7293284592491023135/600
2023-11-26,MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),Lil Mabu & CHRISEAN ROCK,9,140K,https://tokchart.com/img/7289982445214238721/600
2023-11-26,ESTA VIDA ME ENCANTA x REMIX x LEA IN THE MIX,Lea in the mix,10,121K,https://tokchart.com/img/7172329553833036549/600
2023-12-03,Lollipop,Darell,1,677K,https://tokchart.com/img/7283588810008742688/600
2023-12-03,original sound - itsvanburen,Van Buren,2,617K,https://tokchart.com/img/6912807447132441350/600
2023-12-03,All I Want For Christmas Is You,Mariah Carey,3,574K,https://tokchart.com/img/222454852260487168/600
2023-12-03,som original - pao_humiilde,pao humilde,4,345K,https://tokchart.com/img/7280289955997600518/600
2023-12-03,Sherine drake,Djamil,5,253K,https://tokchart.com/img/7254604384633457409/600
2023-12-03,"ข้ามเวลา - Original Soundtrack From ""พรหมลิขิต""",Violette Wautier,6,198K,https://tokchart.com/img/7289435302002329602/600
2023-12-03,Pink Champagne x Spin Back x Jingle Bell,ARNEL REMIX,7,178K,https://tokchart.com/img/7274203157435140870/600
2023-12-03,Lampu Merah,The Lantis,8,175K,https://tokchart.com/img/6923656176886351874/600
2023-12-03,Beat Automotivo Tan Tan Tan Viral,WZ Beat,9,173K,https://tokchart.com/img/7098939394085702406/600
2023-12-03,MONACO,Bad Bunny,10,170K,https://tokchart.com/img/7289130857087764481/600
2023-12-10,All I Want For Christmas Is You,Mariah Carey,1,570K,https://tokchart.com/img/222454852260487168/600
2023-12-10,Lollipop,Darell,2,550K,https://tokchart.com/img/7283588810008742688/600
2023-12-10,som original - pao_humiilde,pao humilde,3,413K,https://tokchart.com/img/7280289955997600518/600
2023-12-10,Surround Sound,JID,4,250K,https://tokchart.com/img/7050547465157642241/600
2023-12-10,Beat Automotivo Tan Tan Tan Viral,WZ Beat,5,175K,https://tokchart.com/img/7098939394085702406/600
2023-12-10,It's The Most Wonderful Time Of The Year,Andy Williams,6,151K,https://tokchart.com/img/6628433367954098945/600
2023-12-10,Rockin' Around The Christmas Tree,Brenda Lee,7,134K,https://tokchart.com/img/6814378834477975553/600
2023-12-10,Lovin On Me,Jack Harlow,8,129K,https://tokchart.com/img/7293284592491023135/600
2023-12-10,Sherine drake,Djamil,9,127K,https://tokchart.com/img/7254604384633457409/600
2023-12-10,Can't Help Falling in Love,Elvis Presley,10,120K,https://tokchart.com/img/6735961747531778049/600
2023-12-17,All I Want For Christmas Is You,Mariah Carey,1,388K,https://tokchart.com/img/222454852260487168/600
2023-12-17,Surround Sound,JID,2,349K,https://tokchart.com/img/7050547465157642241/600
2023-12-17,Sleigh Bells (PhatCap! Trap Remix),Ronettes,3,217K,https://tokchart.com/img/6497067587325659905/600
2023-12-17,Beat Automotivo Tan Tan Tan Viral,WZ Beat,4,214K,https://tokchart.com/img/7098939394085702406/600
2023-12-17,som original - pao_humiilde,pao humilde,5,206K,https://tokchart.com/img/7280289955997600518/600
2023-12-17,Lollipop,Darell,6,202K,https://tokchart.com/img/7283588810008742688/600
2023-12-17,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade - Ao Vivo,Lauana Prado,7,190K,https://tokchart.com/img/7305204020641024773/600
2023-12-17,Bling Bling,Grupo Marca Registrada & Octavio Cuadras,8,157K,https://tokchart.com/img/7306975185679828993/600
2023-12-17,La Diabla,Xavi,9,148K,https://tokchart.com/img/7303693780766001154/600
2023-12-17,ANDO,Jere Klein & Gittobeatz,10,136K,https://tokchart.com/img/7276835541248280577/600
2023-12-24,All I Want For Christmas Is You,Mariah Carey,1,415K,https://tokchart.com/img/222454852260487168/600
2023-12-24,Beat Automotivo Tan Tan Tan Viral,WZ Beat,2,276K,https://tokchart.com/img/7098939394085702406/600
2023-12-24,Feliz Navidad,José Feliciano,3,230K,https://tokchart.com/img/6696825122533148674/600
2023-12-24,Surround Sound,JID,4,222K,https://tokchart.com/img/7050547465157642241/600
2023-12-24,Sleigh Bells (PhatCap! Trap Remix),Ronettes,5,194K,https://tokchart.com/img/6497067587325659905/600
2023-12-24,som original - pao_humiilde,pao humilde,6,193K,https://tokchart.com/img/7280289955997600518/600
2023-12-24,ANDO,Jere Klein & Gittobeatz,7,175K,https://tokchart.com/img/7276835541248280577/600
2023-12-24,La Diabla,Xavi,8,154K,https://tokchart.com/img/7303693780766001154/600
2023-12-24,I love you,Dadju & Tayc,9,138K,https://tokchart.com/img/7308772367328593921/600
2023-12-24,Chill Vibes,Tollan Kim,10,119K,https://tokchart.com/img/7084465663108089857/600
2024-01-07,original sound - minleemusic,minlee 민리,1,361K,https://tokchart.com/img/7298695115101899522/600
2024-01-07,original sound - itsvanburen,Van Buren,2,345K,https://tokchart.com/img/6912807447132441350/600
2024-01-07,What a Year,Inner Circle,3,284K,https://tokchart.com/img/7309825455976122370/600
2024-01-07,I love you,Dadju & Tayc,4,249K,https://tokchart.com/img/7308772367328593921/600
2024-01-07,La Diabla,Xavi,5,214K,https://tokchart.com/img/7303693780766001154/600
2024-01-07,ANDO,Jere Klein & Gittobeatz,6,179K,https://tokchart.com/img/7276835541248280577/600
2024-01-07,Beat Automotivo Tan Tan Tan Viral,WZ Beat,7,164K,https://tokchart.com/img/7098939394085702406/600
2024-01-07,Chori Chori,Ali Zafar,8,151K,https://tokchart.com/img/7310098828862474241/600
2024-01-07,Miss Miss,Rob Deniel,9,149K,https://tokchart.com/img/7309367897039767553/600
2024-01-07,ESTA VIDA ME ENCANTA x REMIX x LEA IN THE MIX,Lea in the mix,10,143K,https://tokchart.com/img/7172329553833036549/600
2024-01-14,Chori Chori,Ali Zafar,1,288K,https://tokchart.com/img/7310098828862474241/600
2024-01-14,Luces Tenues,Anuel AA,2,282K,https://tokchart.com/img/7311812336808265729/600
2024-01-14,MONTAGEM - PR FUNK,S3BZS & MC GW & Mc Menor Do Alvorada,3,236K,https://tokchart.com/img/7228426976197003266/600
2024-01-14,La Diabla,Xavi,4,188K,https://tokchart.com/img/7303693780766001154/600
2024-01-14,I love you,Dadju & Tayc,5,187K,https://tokchart.com/img/7308772367328593921/600
2024-01-14,Ya No Tengo Tu Love,Sie7e,6,173K,https://tokchart.com/img/7304056399456421890/600
2024-01-14,ESTA VIDA ME ENCANTA x REMIX x LEA IN THE MIX,Lea in the mix,7,156K,https://tokchart.com/img/7172329553833036549/600
2024-01-14,Surround Sound,JID,8,120K,https://tokchart.com/img/7050547465157642241/600
2024-01-14,Aesthetic,Tollan Kim,9,117K,https://tokchart.com/img/7072513628145977346/600
2024-01-14,Miss Miss,Rob Deniel,10,115K,https://tokchart.com/img/7309367897039767553/600
2024-01-21,Ya No Tengo Tu Love,Sie7e,1,669K,https://tokchart.com/img/7304056399456421890/600
2024-01-21,Chori Chori,Ali Zafar,2,328K,https://tokchart.com/img/7310098828862474241/600
2024-01-21,MONTAGEM - PR FUNK,S3BZS & MC GW & Mc Menor Do Alvorada,3,205K,https://tokchart.com/img/7228426976197003266/600
2024-01-21,La Diabla,Xavi,4,204K,https://tokchart.com/img/7303693780766001154/600
2024-01-21,Surround Sound,JID,5,199K,https://tokchart.com/img/7050547465157642241/600
2024-01-21,Never Lose Me,Flo Milli,6,187K,https://tokchart.com/img/7306623023414495234/600
2024-01-21,I love you,Dadju & Tayc,7,178K,https://tokchart.com/img/7308772367328593921/600
2024-01-21,Luces Tenues,Anuel AA,8,170K,https://tokchart.com/img/7311812336808265729/600
2024-01-21,ESTA VIDA ME ENCANTA x REMIX x LEA IN THE MIX,Lea in the mix,9,164K,https://tokchart.com/img/7172329553833036549/600
2024-01-21,Slipping Through My Fingers,Declan McKenna,10,159K,https://tokchart.com/img/7309169408407799810/600
2024-01-28,Ya No Tengo Tu Love,Sie7e,1,265K,https://tokchart.com/img/7304056399456421890/600
2024-01-28,Ntlo Ea Swa,Master KG,2,232K,https://tokchart.com/img/7003002168345102338/600
2024-01-28,Chori Chori,Ali Zafar,3,228K,https://tokchart.com/img/7310098828862474241/600
2024-01-28,MONTAGEM - PR FUNK,S3BZS & MC GW & Mc Menor Do Alvorada,4,223K,https://tokchart.com/img/7228426976197003266/600
2024-01-28,La Diabla,Xavi,5,199K,https://tokchart.com/img/7303693780766001154/600
2024-01-28,ESTA VIDA ME ENCANTA x REMIX x LEA IN THE MIX,Lea in the mix,6,167K,https://tokchart.com/img/7172329553833036549/600
2024-01-28,Never Lose Me,Flo Milli,7,160K,https://tokchart.com/img/7306623023414495234/600
2024-01-28,I love you,Dadju & Tayc,8,134K,https://tokchart.com/img/7308772367328593921/600
2024-01-28,Miss Miss,Rob Deniel,9,123K,https://tokchart.com/img/7309367897039767553/600
2024-01-28,Aesthetic,Tollan Kim,10,120K,https://tokchart.com/img/7072513628145977346/600
2024-02-04,Chori Chori,Ali Zafar,1,333K,https://tokchart.com/img/7310098828862474241/600
2024-02-04,ESTA VIDA ME ENCANTA x REMIX x LEA IN THE MIX,Lea in the mix,2,254K,https://tokchart.com/img/7172329553833036549/600
2024-02-04,MONTAGEM - PR FUNK,S3BZS & MC GW & Mc Menor Do Alvorada,3,240K,https://tokchart.com/img/7228426976197003266/600
2024-02-04,Love You So,The King Khan & BBQ Show,4,223K,https://tokchart.com/img/6728562975734515713/600
2024-02-04,Coup du marteau,Tam Sir,5,210K,https://tokchart.com/img/7310379089155115009/600
2024-02-04,Alucin,Eugenio Esquivel & Grupo Marca Registrada & Sebastian Esquivel,6,203K,https://tokchart.com/img/7301878875527596034/600
2024-02-04,Never Lose Me,Flo Milli,7,162K,https://tokchart.com/img/7306623023414495234/600
2024-02-04,original sound - daddysauce16,Skusta Clee,8,142K,https://tokchart.com/img/7313583767044508422/600
2024-02-04,Aesthetic,Tollan Kim,9,117K,https://tokchart.com/img/7072513628145977346/600
2024-02-04,I love you,Dadju & Tayc,10,116K,https://tokchart.com/img/7308772367328593921/600
2024-02-11,Lil Boo Thang,Paul Russell,1,277K,https://tokchart.com/img/7268544136268679170/600
2024-02-11,ESTA VIDA ME ENCANTA x REMIX x LEA IN THE MIX,Lea in the mix,2,263K,https://tokchart.com/img/7172329553833036549/600
2024-02-11,Chori Chori,Ali Zafar,3,241K,https://tokchart.com/img/7310098828862474241/600
2024-02-11,MONTAGEM - PR FUNK,S3BZS & MC GW & Mc Menor Do Alvorada,4,238K,https://tokchart.com/img/7228426976197003266/600
2024-02-11,Buscando Money,TWENTY SIX & Tayson Kryss,5,223K,https://tokchart.com/img/7250452105219491842/600
2024-02-11,Coup du marteau,Tam Sir,6,183K,https://tokchart.com/img/7310379089155115009/600
2024-02-11,original sound - daddysauce16,Skusta Clee,7,157K,https://tokchart.com/img/7313583767044508422/600
2024-02-11,Beautiful Things,Benson Boone,8,144K,https://tokchart.com/img/7308548149097450283/600
2024-02-11,I love you,Dadju & Tayc,9,131K,https://tokchart.com/img/7308772367328593921/600
2024-02-11,Never Lose Me,Flo Milli,10,130K,https://tokchart.com/img/7306623023414495234/600
2024-02-18,original sound - username.hulio,hulio,1,631K,https://tokchart.com/img/7332316910419577606/600
2024-02-18,Buscando Money,TWENTY SIX & Tayson Kryss,2,302K,https://tokchart.com/img/7250452105219491842/600
2024-02-18,Dance You Outta My Head,Cat Janice,3,295K,https://tokchart.com/img/7320403755933124609/600
2024-02-18,Lil Boo Thang,Paul Russell,4,269K,https://tokchart.com/img/7268544136268679170/600
2024-02-18,Coup du marteau,Tam Sir,5,231K,https://tokchart.com/img/7310379089155115009/600
2024-02-18,ESTA VIDA ME ENCANTA x REMIX x LEA IN THE MIX,Lea in the mix,6,228K,https://tokchart.com/img/7172329553833036549/600
2024-02-18,Chori Chori,Ali Zafar,7,227K,https://tokchart.com/img/7310098828862474241/600
2024-02-18,DJ SAH - Tiktok,Sarah Suhairi,8,211K,https://tokchart.com/img/7329462516411877377/600
2024-02-18,I love you,Dadju & Tayc,9,142K,https://tokchart.com/img/7308772367328593921/600
2024-02-18,MONTAGEM - PR FUNK,S3BZS & MC GW & Mc Menor Do Alvorada,10,124K,https://tokchart.com/img/7228426976197003266/600
2024-02-25,original sound - username.hulio,hulio,1,710K,https://tokchart.com/img/7332316910419577606/600
2024-02-25,DJ SAH - Tiktok,Sarah Suhairi,2,693K,https://tokchart.com/img/7329462516411877377/600
2024-02-25,Dance You Outta My Head,Cat Janice,3,373K,https://tokchart.com/img/7320403755933124609/600
2024-02-25,midnight city x many,guymusic,4,300K,https://tokchart.com/img/7243198696753875713/600
2024-02-25,Buscando Money,TWENTY SIX & Tayson Kryss,5,240K,https://tokchart.com/img/7250452105219491842/600
2024-02-25,ESTA VIDA ME ENCANTA x REMIX x LEA IN THE MIX,Lea in the mix,6,223K,https://tokchart.com/img/7172329553833036549/600
2024-02-25,Lil Boo Thang,Paul Russell,7,187K,https://tokchart.com/img/7268544136268679170/600
2024-02-25,TEXAS HOLD 'EM,Beyoncé,8,168K,https://tokchart.com/img/7334542274145454891/600
2024-02-25,The Sound of Silence (CYRIL Remix),Disturbed,9,158K,https://tokchart.com/img/7330849122909833218/600
2024-02-25,Coup du marteau,Tam Sir,10,122K,https://tokchart.com/img/7310379089155115009/600
2024-03-03,DJ SAH - Tiktok,Sarah Suhairi,1,660K,https://tokchart.com/img/7329462516411877377/600
2024-03-03,original sound - username.hulio,hulio,2,496K,https://tokchart.com/img/7332316910419577606/600
2024-03-03,Dance You Outta My Head,Cat Janice,3,280K,https://tokchart.com/img/7320403755933124609/600
2024-03-03,ESTA VIDA ME ENCANTA x REMIX x LEA IN THE MIX,Lea in the mix,4,260K,https://tokchart.com/img/7172329553833036549/600
2024-03-03,Beautiful Things,Benson Boone,5,229K,https://tokchart.com/img/7308548149097450283/600
2024-03-03,The Sound of Silence (CYRIL Remix),Disturbed,6,206K,https://tokchart.com/img/7330849122909833218/600
2024-03-03,Lil Boo Thang,Paul Russell,7,129K,https://tokchart.com/img/7268544136268679170/600
2024-03-03,Funny,Gold-Tiger,8,128K,https://tokchart.com/img/6927016038370428930/600
2024-03-03,I love you,Dadju & Tayc,9,127K,https://tokchart.com/img/7308772367328593921/600
2024-03-03,Praise Jah In The Moonlight,YG Marley,10,110K,https://tokchart.com/img/7317586376367065090/600
2024-03-10,DJ SAH - Tiktok,Sarah Suhairi,1,213K,https://tokchart.com/img/7329462516411877377/600
2024-03-10,original sound - username.hulio,hulio,2,116K,https://tokchart.com/img/7332316910419577606/600
2024-03-10,ESTA VIDA ME ENCANTA x REMIX x LEA IN THE MIX,Lea in the mix,3,112K,https://tokchart.com/img/7172329553833036549/600
2024-03-10,Dance You Outta My Head,Cat Janice,4,102K,https://tokchart.com/img/7320403755933124609/600
2024-03-10,Funny,Gold-Tiger,5,88K,https://tokchart.com/img/6927016038370428930/600
2024-03-10,Tshwala Bami Yuppe X TitoM X S.N.E,Yuppe,6,81K,https://tokchart.com/img/7325020516120529670/600
2024-03-10,Cute,Aurel Surya Lie,7,63K,https://tokchart.com/img/7136445672676411393/600
2024-03-10,Beautiful Things,Benson Boone,8,56K,https://tokchart.com/img/7308548149097450283/600
2024-03-10,GATA ONLY,FloyyMenor,9,52K,https://tokchart.com/img/7328723326167369729/600
2024-03-10,Oke Gas 2,Richard Jersey,10,51K,https://tokchart.com/img/7324223392776243974/600
